# Database Metadata
nframes,154014
nframes_csv,100
nbones,23
nranges,70
ncontacts,2
nfuture_toe,12
ncrouch,1
nidle,1
njump,1
ncartwheel,1
# bone_positions (rows=100, cols=69)
1.4462736,1.2354299,1.6918403,0.0047006076,-0.31552443,-0.01608175,0.0010346,0.01857831,0.10548498,0.435,-3.1e-07,0.0,0.42372197,8e-08,0.0,0.1730001,3e-08,-1e-07,0.00103463,0.01857821,-0.10548506,0.4350005,-1.1e-07,0.0,0.42372262,-1.1e-07,1.5e-07,0.17299987,-6e-08,2.5e-07,0.0690197,-0.02603732,7e-08,0.12588097,5e-08,-3e-08,0.12343204,6e-08,-5e-08,0.258329,-1.3e-07,-1e-08,0.11766603,2e-08,1.1e-07,0.19745907,-0.0148037,0.06000105,0.11284136,-8e-08,-2e-07,0.33000037,8e-08,2.5e-07,0.2520001,2.3e-07,4e-08,0.1974609,-0.01480387,-0.0600007,0.11284136,-2e-07,-1.9e-07,0.330001,2.1e-07,1.6e-07,0.25199777,1.32e-06,4.25e-06
1.4457033,1.2353145,1.6925049,0.0045913165,-0.31557536,-0.016147258,0.0010346,0.01857831,0.10548498,0.435,-3.1e-07,0.0,0.42372197,8e-08,0.0,0.1730001,3e-08,-1e-07,0.00103463,0.01857821,-0.10548506,0.4350005,-1.1e-07,0.0,0.42372262,-1.1e-07,1.5e-07,0.17299987,-6e-08,2.5e-07,0.0690197,-0.02603732,7e-08,0.12588097,5e-08,-3e-08,0.12343204,6e-08,-5e-08,0.258329,-1.3e-07,-1e-08,0.11766603,2e-08,1.1e-07,0.19745907,-0.0148037,0.06000105,0.11284136,-8e-08,-2e-07,0.33000037,8e-08,2.5e-07,0.2520001,2.3e-07,4e-08,0.1974609,-0.01480387,-0.0600007,0.11284136,-2e-07,-1.9e-07,0.330001,2.1e-07,1.6e-07,0.25199777,1.32e-06,4.25e-06
1.4451089,1.235238,1.6931115,0.004587846,-0.3156251,-0.016085478,0.0010346,0.01857831,0.10548498,0.435,-3.1e-07,0.0,0.42372197,8e-08,0.0,0.1730001,3e-08,-1e-07,0.00103463,0.01857821,-0.10548506,0.4350005,-1.1e-07,0.0,0.42372262,-1.1e-07,1.5e-07,0.17299987,-6e-08,2.5e-07,0.0690197,-0.02603732,7e-08,0.12588097,5e-08,-3e-08,0.12343204,6e-08,-5e-08,0.258329,-1.3e-07,-1e-08,0.11766603,2e-08,1.1e-07,0.19745907,-0.0148037,0.06000105,0.11284136,-8e-08,-2e-07,0.33000037,8e-08,2.5e-07,0.2520001,2.3e-07,4e-08,0.1974609,-0.01480387,-0.0600007,0.11284136,-2e-07,-1.9e-07,0.330001,2.1e-07,1.6e-07,0.25199777,1.32e-06,4.25e-06
1.4444928,1.2351974,1.6936619,0.0046309335,-0.31567028,-0.015941296,0.0010346,0.01857831,0.10548498,0.435,-3.1e-07,0.0,0.42372197,8e-08,0.0,0.1730001,3e-08,-1e-07,0.00103463,0.01857821,-0.10548506,0.4350005,-1.1e-07,0.0,0.42372262,-1.1e-07,1.5e-07,0.17299987,-6e-08,2.5e-07,0.0690197,-0.02603732,7e-08,0.12588097,5e-08,-3e-08,0.12343204,6e-08,-5e-08,0.258329,-1.3e-07,-1e-08,0.11766603,2e-08,1.1e-07,0.19745907,-0.0148037,0.06000105,0.11284136,-8e-08,-2e-07,0.33000037,8e-08,2.5e-07,0.2520001,2.3e-07,4e-08,0.1974609,-0.01480387,-0.0600007,0.11284136,-2e-07,-1.9e-07,0.330001,2.1e-07,1.6e-07,0.25199777,1.32e-06,4.25e-06
1.4438568,1.2351899,1.6941578,0.0046609906,-0.3157076,-0.015759118,0.0010346,0.01857831,0.10548498,0.435,-3.1e-07,0.0,0.42372197,8e-08,0.0,0.1730001,3e-08,-1e-07,0.00103463,0.01857821,-0.10548506,0.4350005,-1.1e-07,0.0,0.42372262,-1.1e-07,1.5e-07,0.17299987,-6e-08,2.5e-07,0.0690197,-0.02603732,7e-08,0.12588097,5e-08,-3e-08,0.12343204,6e-08,-5e-08,0.258329,-1.3e-07,-1e-08,0.11766603,2e-08,1.1e-07,0.19745907,-0.0148037,0.06000105,0.11284136,-8e-08,-2e-07,0.33000037,8e-08,2.5e-07,0.2520001,2.3e-07,4e-08,0.1974609,-0.01480387,-0.0600007,0.11284136,-2e-07,-1.9e-07,0.330001,2.1e-07,1.6e-07,0.25199777,1.32e-06,4.25e-06
1.4432031,1.2352123,1.6946009,0.004624773,-0.31573752,-0.01558521,0.0010346,0.01857831,0.10548498,0.435,-3.1e-07,0.0,0.42372197,8e-08,0.0,0.1730001,3e-08,-1e-07,0.00103463,0.01857821,-0.10548506,0.4350005,-1.1e-07,0.0,0.42372262,-1.1e-07,1.5e-07,0.17299987,-6e-08,2.5e-07,0.0690197,-0.02603732,7e-08,0.12588097,5e-08,-3e-08,0.12343204,6e-08,-5e-08,0.258329,-1.3e-07,-1e-08,0.11766603,2e-08,1.1e-07,0.19745907,-0.0148037,0.06000105,0.11284136,-8e-08,-2e-07,0.33000037,8e-08,2.5e-07,0.2520001,2.3e-07,4e-08,0.1974609,-0.01480387,-0.0600007,0.11284136,-2e-07,-1.9e-07,0.330001,2.1e-07,1.6e-07,0.25199777,1.32e-06,4.25e-06
1.4425339,1.2352618,1.6949931,0.004479839,-0.31576478,-0.015467344,0.0010346,0.01857831,0.10548498,0.435,-3.1e-07,0.0,0.42372197,8e-08,0.0,0.1730001,3e-08,-1e-07,0.00103463,0.01857821,-0.10548506,0.4350005,-1.1e-07,0.0,0.42372262,-1.1e-07,1.5e-07,0.17299987,-6e-08,2.5e-07,0.0690197,-0.02603732,7e-08,0.12588097,5e-08,-3e-08,0.12343204,6e-08,-5e-08,0.258329,-1.3e-07,-1e-08,0.11766603,2e-08,1.1e-07,0.19745907,-0.0148037,0.06000105,0.11284136,-8e-08,-2e-07,0.33000037,8e-08,2.5e-07,0.2520001,2.3e-07,4e-08,0.1974609,-0.01480387,-0.0600007,0.11284136,-2e-07,-1.9e-07,0.330001,2.1e-07,1.6e-07,0.25199777,1.32e-06,4.25e-06
1.4418509,1.2353352,1.695336,0.0042199627,-0.31578755,-0.015437515,0.0010346,0.01857831,0.10548498,0.435,-3.1e-07,0.0,0.42372197,8e-08,0.0,0.1730001,3e-08,-1e-07,0.00103463,0.01857821,-0.10548506,0.4350005,-1.1e-07,0.0,0.42372262,-1.1e-07,1.5e-07,0.17299987,-6e-08,2.5e-07,0.0690197,-0.02603732,7e-08,0.12588097,5e-08,-3e-08,0.12343204,6e-08,-5e-08,0.258329,-1.3e-07,-1e-08,0.11766603,2e-08,1.1e-07,0.19745907,-0.0148037,0.06000105,0.11284136,-8e-08,-2e-07,0.33000037,8e-08,2.5e-07,0.2520001,2.3e-07,4e-08,0.1974609,-0.01480387,-0.0600007,0.11284136,-2e-07,-1.9e-07,0.330001,2.1e-07,1.6e-07,0.25199777,1.32e-06,4.25e-06
1.4411564,1.2354298,1.6956313,0.0038690083,-0.3157997,-0.015512477,0.0010346,0.01857831,0.10548498,0.435,-3.1e-07,0.0,0.42372197,8e-08,0.0,0.1730001,3e-08,-1e-07,0.00103463,0.01857821,-0.10548506,0.4350005,-1.1e-07,0.0,0.42372262,-1.1e-07,1.5e-07,0.17299987,-6e-08,2.5e-07,0.0690197,-0.02603732,7e-08,0.12588097,5e-08,-3e-08,0.12343204,6e-08,-5e-08,0.258329,-1.3e-07,-1e-08,0.11766603,2e-08,1.1e-07,0.19745907,-0.0148037,0.06000105,0.11284136,-8e-08,-2e-07,0.33000037,8e-08,2.5e-07,0.2520001,2.3e-07,4e-08,0.1974609,-0.01480387,-0.0600007,0.11284136,-2e-07,-1.9e-07,0.330001,2.1e-07,1.6e-07,0.25199777,1.32e-06,4.25e-06
1.4404525,1.2355424,1.6958807,0.0034764148,-0.31579962,-0.015684037,0.0010346,0.01857831,0.10548498,0.435,-3.1e-07,0.0,0.42372197,8e-08,0.0,0.1730001,3e-08,-1e-07,0.00103463,0.01857821,-0.10548506,0.4350005,-1.1e-07,0.0,0.42372262,-1.1e-07,1.5e-07,0.17299987,-6e-08,2.5e-07,0.0690197,-0.02603732,7e-08,0.12588097,5e-08,-3e-08,0.12343204,6e-08,-5e-08,0.258329,-1.3e-07,-1e-08,0.11766603,2e-08,1.1e-07,0.19745907,-0.0148037,0.06000105,0.11284136,-8e-08,-2e-07,0.33000037,8e-08,2.5e-07,0.2520001,2.3e-07,4e-08,0.1974609,-0.01480387,-0.0600007,0.11284136,-2e-07,-1.9e-07,0.330001,2.1e-07,1.6e-07,0.25199777,1.32e-06,4.25e-06
